batteryDischargePercent, jankyFramesPercent, minCpuUsage, avgCpuUsage, maxCpuUsage, minRamAlloc, avgRamAlloc, maxRamAlloc
3.1, 1.3023409165842401, 2.0, 13.245255474452554, 62.0, 121.0, 216.0, 446.0
3.3000000000000003, 1.5631784628745113, 2.0, 13.195620437956205, 68.0, 121.0, 169.0, 197.0
3.3000000000000003, 1.341918727341594, 2.0, 13.34014598540146, 63.0, 117.0, 210.0, 477.0
3.5999999999999996, 1.2260619541040525, 1.0, 13.24963503649635, 42.0, 53.0, 188.0, 429.0
